O_ORDERKEY,O_CUSTKEY,O_ORDERSTATUS,O_TOTALPRICE,O_ORDERDATE,O_ORDER-PRIORITY,O_CLERK,O_SHIP-PRIORITY,O_COMMENT,Cust_name,Mrkt_segment
15748,892,F,188408.89,12/13/1994,2-HIGH,Clerk#000000744,0,slyly ironic deposits hinder slyly accordin,Customer#000000892,FURNITURE
15749,1457,O,52473.17,10/2/1997,5-LOW,Clerk#000000622,0,carefully regular packages cajole quickly: even instruct,Customer#000001457,BUILDING
15750,214,O,55308.61,5/25/1997,3-MEDIUM,Clerk#000000800,0,carefully express deposits,Customer#000000214,MACHINERY
15751,395,F,83039.56,8/16/1994,1-URGENT,Clerk#000000063,0,carefully final pinto beans wake along the,Customer#000000395,HOUSEHOLD
15776,830,O,121879.91,12/1/1997,5-LOW,Clerk#000000571,0,carefully regular deposits hang evenly!,Customer#000000830,AUTOMOBILE
15777,589,F,9177.88,12/29/1994,4-NOT SPECIFIED,Clerk#000000142,0,pending packages around the slyly regular platelets haggle quickly,Customer#000000589,FURNITURE
15778,1177,F,200411.05,5/7/1993,2-HIGH,Clerk#000000593,0,deposits boost furiously against the never ironic pint,Customer#000001177,FURNITURE
15779,1003,O,405401.76,2/24/1998,3-MEDIUM,Clerk#000000633,0,carefully even deposits cajo,Customer#000001003,AUTOMOBILE
15780,1117,P,134882.28,4/14/1995,1-URGENT,Clerk#000000821,0,"even, special ideas detect carefully s",Customer#000001117,FURNITURE
15781,413,F,143460.74,9/4/1992,2-HIGH,Clerk#000000169,0,blithely unusual deposits use across the dari,Customer#000000413,FURNITURE
15782,553,F,220601.22,3/31/1992,2-HIGH,Clerk#000000892,0,furiously unusual theodolites after the quickly pending req,Customer#000000553,BUILDING
15783,101,O,71022.58,7/3/1997,4-NOT SPECIFIED,Clerk#000000804,0,"special instructions sleep slyly ironic, un",Customer#000000101,MACHINERY
15808,943,F,229642.91,12/15/1993,1-URGENT,Clerk#000000644,0,silent accounts wake quic,Customer#000000943,FURNITURE
15809,1111,O,38247.56,9/7/1995,3-MEDIUM,Clerk#000000143,0,furiously silent foxes cajole. quickly special deposits alo,Customer#000001111,MACHINERY
15810,1349,F,265870.31,6/13/1993,2-HIGH,Clerk#000000980,0,fluffily ironic instructions w,Customer#000001349,AUTOMOBILE
15811,382,O,79237.54,7/31/1998,5-LOW,Clerk#000000071,0,special theodolites use furiously against the careful,Customer#000000382,AUTOMOBILE
15812,914,O,128590.52,10/13/1997,1-URGENT,Clerk#000000482,0,"final, ironic theodol",Customer#000000914,MACHINERY
15813,526,O,62159.22,7/13/1998,3-MEDIUM,Clerk#000000317,0,quickly final pains will have to sleep blithely. sly,Customer#000000526,HOUSEHOLD
15814,1177,O,137657.85,8/18/1996,1-URGENT,Clerk#000000759,0,carefully express requests,Customer#000001177,FURNITURE
15815,1351,F,142186.85,5/2/1994,1-URGENT,Clerk#000000564,0,"regular, ironic requests cajole against the slyly bold instructi",Customer#000001351,FURNITURE
15840,281,O,195793.91,1/17/1998,1-URGENT,Clerk#000000624,0,notornis sleep always. carefully ironic theodolites above the even r,Customer#000000281,BUILDING
15841,877,O,112874.49,6/10/1996,1-URGENT,Clerk#000000469,0,carefully ironic theodolites according to the carefully ironic r,Customer#000000877,MACHINERY
15842,1177,F,117057.52,5/22/1993,3-MEDIUM,Clerk#000000730,0,slyly ironic excuses boost carefully. care,Customer#000001177,FURNITURE
15843,362,O,181575.89,11/10/1995,1-URGENT,Clerk#000000265,0,carefully express packages are blithely above the blithely ironic acc,Customer#000000362,AUTOMOBILE
15844,314,F,29631.8,3/2/1993,1-URGENT,Clerk#000000427,0,blithely unusual foxes believe carefully. blithely even,Customer#000000314,MACHINERY
15845,589,O,172044.11,11/23/1996,5-LOW,Clerk#000000915,0,silent ideas along the quickly even instructions boost slyly after the si,Customer#000000589,FURNITURE
15846,47,F,118713.85,5/5/1993,2-HIGH,Clerk#000000208,0,blithely even ideas nag slyly above the carefully bold instructions. sly dep,Customer#000000047,BUILDING
15847,805,O,287838.96,7/9/1996,2-HIGH,Clerk#000000750,0,slyly bold accounts,Customer#000000805,BUILDING
15872,188,F,101969.67,10/31/1992,4-NOT SPECIFIED,Clerk#000000210,0,carefully regular packag,Customer#000000188,BUILDING
15873,1360,F,17611.75,7/18/1994,4-NOT SPECIFIED,Clerk#000000016,0,furiously regular accounts haggle quickly after the furiously iron,Customer#000001360,MACHINERY
15874,436,O,90057.48,5/7/1996,1-URGENT,Clerk#000000625,0,regular ideas after the carefully regular deposits are account,Customer#000000436,FURNITURE
15875,809,O,161658.46,9/1/1996,3-MEDIUM,Clerk#000000367,0,"furiously bold deposits cajole ironic, eve",Customer#000000809,HOUSEHOLD
15876,1120,F,99656.75,1/25/1995,1-URGENT,Clerk#000000534,0,slyly regular asymptotes along the carefully e,Customer#000001120,AUTOMOBILE
15877,1279,O,98433.82,2/29/1996,2-HIGH,Clerk#000000637,0,busily pending instructions detect blithely according to the c,Customer#000001279,BUILDING
15878,11,F,227188.36,11/5/1993,2-HIGH,Clerk#000000172,0,"blithely ruthless courts cajole furiously even, pending f",Customer#000000011,BUILDING
15879,574,O,167029.09,7/4/1997,5-LOW,Clerk#000000066,0,express packages wake even packages. carefully regular accoun,Customer#000000574,FURNITURE
15904,464,F,176963.78,10/28/1994,4-NOT SPECIFIED,Clerk#000000851,0,asymptotes against the regular platelets b,Customer#000000464,AUTOMOBILE
15905,439,F,12230.85,6/4/1993,4-NOT SPECIFIED,Clerk#000000440,0,furiously regular packages,Customer#000000439,BUILDING
15906,676,F,133424.17,9/28/1993,5-LOW,Clerk#000000014,0,carefully bold instructions use slyly. slyly fina,Customer#000000676,HOUSEHOLD
15907,1271,P,235721.21,4/12/1995,2-HIGH,Clerk#000000279,0,quickly unusual pinto beans affix furiously. slyly special t,Customer#000001271,HOUSEHOLD
15908,316,O,211683.5,1/23/1996,1-URGENT,Clerk#000000711,0,idly regular accounts sleep fluffi,Customer#000000316,MACHINERY
15909,326,O,178275.55,12/13/1996,2-HIGH,Clerk#000000102,0,"ironic foxes are slyly unusual, regular account",Customer#000000326,HOUSEHOLD
15910,841,O,150833.59,8/23/1997,3-MEDIUM,Clerk#000000207,0,never furious excuses detect. carefully final packages among the furiously,Customer#000000841,FURNITURE
15911,1199,O,40111.96,9/15/1995,1-URGENT,Clerk#000000832,0,packages are. bravely un,Customer#000001199,AUTOMOBILE
15936,530,O,198879.48,9/6/1996,3-MEDIUM,Clerk#000000506,0,quickly enticing foxes cajole blithely requests. carefully close ideas na,Customer#000000530,BUILDING
15937,205,F,73678.46,11/7/1992,5-LOW,Clerk#000000248,0,furiously bold packages sleep quickly along the carefully unusual packag,Customer#000000205,BUILDING
15938,1109,O,164407.22,4/30/1996,3-MEDIUM,Clerk#000000933,0,accounts nag carefully. closely s,Customer#000001109,FURNITURE
15939,898,O,180369.15,2/8/1997,1-URGENT,Clerk#000000514,0,blithely even excuses nag. quick,Customer#000000898,AUTOMOBILE
15940,685,F,106564.93,1/27/1992,1-URGENT,Clerk#000000634,0,"even foxes haggle carefully. final, ironic deposits af",Customer#000000685,MACHINERY
15941,101,O,164221.48,12/11/1995,4-NOT SPECIFIED,Clerk#000000845,0,carefully final deposits use after the carefu,Customer#000000101,MACHINERY
15942,745,F,127793.36,8/11/1993,3-MEDIUM,Clerk#000000579,0,furiously express deposits wake blith,Customer#000000745,FURNITURE
15943,188,F,78414.26,2/3/1992,1-URGENT,Clerk#000000764,0,blithely regular packages among the even frays sleep slyly speci,Customer#000000188,BUILDING
15968,976,O,107433.15,4/30/1997,2-HIGH,Clerk#000000542,0,carefully silent theodolites sleep. as,Customer#000000976,BUILDING
15969,1466,F,56905.94,8/3/1993,5-LOW,Clerk#000000850,0,packages wake furiously along the special saute,Customer#000001466,FURNITURE
15970,869,O,149793.55,9/22/1995,4-NOT SPECIFIED,Clerk#000000311,0,closely special instructions wake quickly. quickly regular accounts haggle-- c,Customer#000000869,HOUSEHOLD
15971,1150,F,232731.19,8/15/1994,2-HIGH,Clerk#000000975,0,express asymptotes across the carefull,Customer#000001150,MACHINERY
15972,532,O,71540.28,8/10/1995,4-NOT SPECIFIED,Clerk#000000492,0,carefully ironic deposits along the express ins,Customer#000000532,MACHINERY
15973,490,O,102944.47,7/22/1997,5-LOW,Clerk#000000655,0,courts affix blithely final requests. furiously iro,Customer#000000490,FURNITURE
15974,1093,O,103869.83,4/30/1995,2-HIGH,Clerk#000000071,0,quickly regular packages detect,Customer#000001093,HOUSEHOLD
15975,925,O,235041.8,1/21/1998,5-LOW,Clerk#000000310,0,"blithely special ideas haggle. even, fluffy accounts hag",Customer#000000925,AUTOMOBILE
16000,734,O,159541.75,12/17/1997,3-MEDIUM,Clerk#000000782,0,even platelets lose blithely! slyly special theodolites,Customer#000000734,AUTOMOBILE
16001,20,O,160988.94,5/1/1996,1-URGENT,Clerk#000000090,0,"platelets are final packages. ironic, ironic requests against the furiously",Customer#000000020,FURNITURE
16002,124,O,57342.22,3/5/1998,4-NOT SPECIFIED,Clerk#000000253,0,instructions sleep quick,Customer#000000124,AUTOMOBILE
16003,130,O,312518.45,12/21/1997,4-NOT SPECIFIED,Clerk#000000760,0,blithely even platelets sleep permanently. blithely final packages after th,Customer#000000130,HOUSEHOLD
16004,173,O,58091.71,1/25/1997,3-MEDIUM,Clerk#000000068,0,slyly pending deposits integrate slyly according to the,Customer#000000173,BUILDING
16005,857,F,317329.15,12/25/1992,4-NOT SPECIFIED,Clerk#000000815,0,carefully unusual deposits across the special deposits a,Customer#000000857,AUTOMOBILE
16006,610,O,203802.58,2/8/1997,2-HIGH,Clerk#000000178,0,furiously regular idea,Customer#000000610,BUILDING
16007,154,F,180194.94,4/25/1994,2-HIGH,Clerk#000000106,0,even packages haggle ironically even accounts.,Customer#000000154,FURNITURE
16032,928,F,230125.49,12/6/1994,5-LOW,Clerk#000000055,0,"special, final instructions according to the regular, ironic instructions wak",Customer#000000928,HOUSEHOLD
16033,187,O,144579.01,4/27/1996,5-LOW,Clerk#000000316,0,blithely bold ideas detect slyly ironic packages. ideas shall have to,Customer#000000187,FURNITURE
16034,988,O,164823.45,8/5/1997,2-HIGH,Clerk#000000617,0,theodolites boost slyly. special pl,Customer#000000988,FURNITURE
16035,1078,F,92425.45,4/22/1993,3-MEDIUM,Clerk#000000130,0,carefully pending excuses wake. slyly special fo,Customer#000001078,MACHINERY
16036,808,F,256206.81,1/6/1992,3-MEDIUM,Clerk#000000350,0,dugouts detect furiously according to the blithely unusual requests. final mu,Customer#000000808,BUILDING
16037,496,O,99277.41,4/19/1998,5-LOW,Clerk#000000883,0,requests about the bold instruc,Customer#000000496,MACHINERY
16038,635,O,120137.47,6/17/1998,3-MEDIUM,Clerk#000000906,0,furiously ironic account,Customer#000000635,AUTOMOBILE
16039,500,F,229102.33,5/17/1992,2-HIGH,Clerk#000000725,0,"final accounts sleep regular, ironic sheaves. furiously bold de",Customer#000000500,AUTOMOBILE
16064,19,F,117804.21,1/5/1992,3-MEDIUM,Clerk#000000209,0,even asymptotes are carefull,Customer#000000019,HOUSEHOLD
16065,1369,F,51761.67,7/21/1993,2-HIGH,Clerk#000000837,0,deposits among the slyly thin orbits use quickly sp,Customer#000001369,AUTOMOBILE
16066,1342,O,61250.37,5/30/1998,4-NOT SPECIFIED,Clerk#000000335,0,even requests across the ruthlessly fin,Customer#000001342,MACHINERY
16067,20,O,152140.7,9/29/1996,1-URGENT,Clerk#000000973,0,"final, pending ideas use. ironic foxes cajole fu",Customer#000000020,FURNITURE
16068,581,F,73228.58,11/12/1992,3-MEDIUM,Clerk#000000772,0,furiously final packages detect. even requests use blithely final depo,Customer#000000581,MACHINERY
16069,472,F,92672.41,8/6/1993,3-MEDIUM,Clerk#000000673,0,boldly regular deposits,Customer#000000472,MACHINERY
16070,1171,F,87366.53,6/4/1992,4-NOT SPECIFIED,Clerk#000000253,0,quickly final patterns sleep against the pending requests,Customer#000001171,HOUSEHOLD
16071,70,F,59728.46,9/1/1992,5-LOW,Clerk#000000911,0,final pinto beans ha,Customer#000000070,FURNITURE
16096,1106,F,229743.16,1/20/1995,2-HIGH,Clerk#000000727,0,"carefully bold braids detect carefully. regular, pending dependencies h",Customer#000001106,HOUSEHOLD
16097,1057,O,133691.66,8/24/1996,2-HIGH,Clerk#000000652,0,slyly even foxes cajole even requests. pending accounts cajole final pack,Customer#000001057,AUTOMOBILE
16098,376,F,234458.55,7/22/1992,5-LOW,Clerk#000000500,0,fluffily daring requests wake of,Customer#000000376,AUTOMOBILE
16099,1169,O,148378.67,1/17/1998,2-HIGH,Clerk#000000743,0,furiously final dependencies boost furiously among the furiously sp,Customer#000001169,MACHINERY
16100,1171,P,228928.25,3/8/1995,3-MEDIUM,Clerk#000000057,0,"bold, slow accounts use furiously. carefully ironic accounts",Customer#000001171,HOUSEHOLD
16101,193,F,54659.32,8/26/1992,5-LOW,Clerk#000000621,0,quickly final requests nag furiously furiously pending requests. carefully bol,Customer#000000193,MACHINERY
16102,68,F,88731.96,12/14/1994,4-NOT SPECIFIED,Clerk#000000749,0,carefully unusual de,Customer#000000068,HOUSEHOLD
16103,787,F,370957.42,7/16/1992,4-NOT SPECIFIED,Clerk#000000869,0,ironic deposits against the regular platelets use quickly,Customer#000000787,AUTOMOBILE
16128,988,P,93414.82,5/9/1995,2-HIGH,Clerk#000000902,0,"bold, ironic platelets believe slyly ironic, even instructions. bl",Customer#000000988,FURNITURE
16129,2,O,50178.44,5/18/1998,5-LOW,Clerk#000000958,0,furiously even instru,Customer#000000002,AUTOMOBILE
16130,844,O,224393.66,6/22/1996,5-LOW,Clerk#000000072,0,quickly regular asymptotes wake car,Customer#000000844,BUILDING
16131,154,O,248011.34,11/15/1997,4-NOT SPECIFIED,Clerk#000000985,0,slyly final packages engage slyly stealthily expr,Customer#000000154,FURNITURE
16132,668,F,71232.99,10/28/1992,3-MEDIUM,Clerk#000000490,0,furiously final instructions wake slyly after the blithely bold deposits. fu,Customer#000000668,FURNITURE
16133,1028,F,144284.02,9/26/1994,1-URGENT,Clerk#000000083,0,accounts haggle furio,Customer#000001028,AUTOMOBILE
16134,529,F,225774.6,11/20/1992,2-HIGH,Clerk#000000407,0,fluffily express accounts,Customer#000000529,FURNITURE
16135,541,F,38177.17,5/12/1993,2-HIGH,Clerk#000000844,0,furiously unusual ideas wake slyly,Customer#000000541,FURNITURE
16160,581,O,68208.79,7/24/1995,1-URGENT,Clerk#000000800,0,blithely even frays cajole,Customer#000000581,MACHINERY
16161,1181,F,189873.14,7/29/1992,3-MEDIUM,Clerk#000000551,0,quickly bold asymptotes use fluffily ironic sauternes. fluffily r,Customer#000001181,AUTOMOBILE
16162,197,F,125898.28,5/26/1993,1-URGENT,Clerk#000000749,0,carefully regular deposits among the unusual requests should have to are about,Customer#000000197,AUTOMOBILE
16163,1087,O,93556.62,5/23/1997,1-URGENT,Clerk#000000630,0,"bold, even accounts",Customer#000001087,MACHINERY
16164,985,F,130804.43,1/4/1992,5-LOW,Clerk#000000057,0,"furiously regular dependencies hang furiously. final, unusual dolphi",Customer#000000985,HOUSEHOLD
16165,676,F,120890.57,7/23/1993,4-NOT SPECIFIED,Clerk#000000666,0,"pending, regular instruction",Customer#000000676,HOUSEHOLD
16166,706,F,62134.15,2/1/1993,1-URGENT,Clerk#000000136,0,"ironic, regular accounts mold across the accounts.",Customer#000000706,AUTOMOBILE
16167,674,O,157955.28,11/16/1997,5-LOW,Clerk#000000123,0,deposits sublate. daringly,Customer#000000674,BUILDING
16192,1327,O,245046.67,7/3/1997,3-MEDIUM,Clerk#000000774,0,final platelets above the blithely ironic foxes was slyly,Customer#000001327,MACHINERY
16193,532,F,219629.62,4/10/1992,4-NOT SPECIFIED,Clerk#000000925,0,unusual grouches affix slyly alongside,Customer#000000532,MACHINERY
16194,469,F,175826.89,10/8/1993,4-NOT SPECIFIED,Clerk#000000863,0,carefully regular deposits haggle carefully about the fluff,Customer#000000469,BUILDING
16195,352,F,58402.16,6/5/1992,4-NOT SPECIFIED,Clerk#000000289,0,platelets sleep. carefully bold ideas,Customer#000000352,HOUSEHOLD
16196,814,F,128009,10/21/1994,2-HIGH,Clerk#000000639,0,slyly pending platelets haggle ruthlessly fluffily pending so,Customer#000000814,BUILDING
16197,1072,F,172310.38,10/27/1992,1-URGENT,Clerk#000000264,0,"silent, quick deposits boost quickly a",Customer#000001072,HOUSEHOLD
16198,782,O,65402.53,7/4/1998,4-NOT SPECIFIED,Clerk#000000302,0,slyly ironic deposits sleep fluffily final a,Customer#000000782,AUTOMOBILE
16199,100,O,291936.7,8/28/1996,1-URGENT,Clerk#000000306,0,quickly regular acc,Customer#000000100,FURNITURE
16224,907,O,149289.97,9/21/1997,3-MEDIUM,Clerk#000000747,0,carefully bold requests,Customer#000000907,HOUSEHOLD
16225,1402,F,73268.13,5/29/1994,1-URGENT,Clerk#000000665,0,ideas above the packages cajole along the fluffily special packages. fu,Customer#000001402,AUTOMOBILE
16226,254,O,55169.12,1/30/1997,1-URGENT,Clerk#000000955,0,carefully regular accounts nag slyly final ideas. pending theodo,Customer#000000254,MACHINERY
16227,1261,F,62535.93,9/18/1994,3-MEDIUM,Clerk#000000139,0,special requests according to the carefully final p,Customer#000001261,BUILDING
16228,17,O,154021.22,10/27/1997,2-HIGH,Clerk#000000546,0,slyly regular tithes cajole carefully alongside of the blithely f,Customer#000000017,AUTOMOBILE
16229,1297,F,211975.9,3/30/1994,2-HIGH,Clerk#000000231,0,slyly express deposits nag b,Customer#000001297,HOUSEHOLD
16230,1123,F,290390.23,2/28/1993,5-LOW,Clerk#000000340,0,excuses wake furiously.,Customer#000001123,MACHINERY
16231,1052,F,227134.99,9/5/1992,5-LOW,Clerk#000000479,0,furiously bold instruc,Customer#000001052,BUILDING
16256,553,O,126476.16,10/8/1997,4-NOT SPECIFIED,Clerk#000000274,0,furiously even packages cajole carefully slyly regular instr,Customer#000000553,BUILDING
16257,13,F,118427.12,5/6/1992,4-NOT SPECIFIED,Clerk#000000666,0,furiously even accounts hinder,Customer#000000013,BUILDING
16258,1396,O,80425.56,7/7/1995,3-MEDIUM,Clerk#000000138,0,blithely regular deposits alongside of the quickl,Customer#000001396,BUILDING
16259,367,O,155616.73,6/18/1996,3-MEDIUM,Clerk#000000574,0,requests boost quickly ironic excuses. slyly quick packages wake never,Customer#000000367,HOUSEHOLD
16260,781,O,50156.58,11/14/1995,2-HIGH,Clerk#000000002,0,furiously ironic platelets doubt qui,Customer#000000781,MACHINERY
16261,713,F,173581.43,10/5/1993,5-LOW,Clerk#000000722,0,accounts for the furiously express dolphins haggle blithely along the slyly,Customer#000000713,MACHINERY
16262,533,F,328049.6,1/2/1995,5-LOW,Clerk#000000036,0,furiously regular packages,Customer#000000533,HOUSEHOLD
16263,1123,O,206863.33,11/5/1997,3-MEDIUM,Clerk#000000732,0,unusual somas across the,Customer#000001123,MACHINERY
16288,220,O,165721.76,3/1/1996,5-LOW,Clerk#000000550,0,carefully pending packages lose furiou,Customer#000000220,BUILDING
